Route,Direction,Latitude,Longitude
94,Destination,26.53619957,-81.75520325
94,Origin,42.74829865,-73.80169678
97,Destination,27.97550011,-82.53320313
97,Origin,42.74829865,-73.80169678
98,Destination,41.9786,-87.9048
98,Origin,42.55709839,-92.40029907
99,Destination,32.847099,-96.851799
99,Origin,35.219398,-101.706001
100,Destination,39.86169815,-104.6729965
100,Origin,35.219398,-101.706001
101,Destination,32.896801,-97.038002
101,Origin,35.219398,-101.706001
102,Destination,29.9843998,-95.34140015
102,Origin,35.219398,-101.706001
103,Destination,36.08010101,-115.1520004
103,Origin,35.219398,-101.706001
105,Destination,51.87799835,-176.6459961
105,Origin,61.17440033,-149.9960022
106,Destination,57.75,-152.4940033
106,Origin,61.17440033,-149.9960022
109,Destination,60.77980042,-161.8379974
109,Origin,61.17440033,-149.9960022
111,Destination,60.4917984,-145.4779968
111,Origin,61.17440033,-149.9960022
112,Destination,39.86169815,-104.6729965
112,Origin,61.17440033,-149.9960022
116,Destination,64.81510162,-147.8560028
116,Origin,61.17440033,-149.9960022
117,Destination,21.32062,-157.924228
117,Origin,61.17440033,-149.9960022
119,Destination,58.35499954,-134.576004
119,Origin,61.17440033,-149.9960022
120,Destination,19.738783,-156.045603
120,Origin,61.17440033,-149.9960022
121,Destination,36.08010101,-115.1520004
121,Origin,61.17440033,-149.9960022
122,Destination,33.94250107,-118.4079971
122,Origin,61.17440033,-149.9960022
123,Destination,44.882,-93.221802
123,Origin,61.17440033,-149.9960022
124,Destination,20.8986,-156.429993
124,Origin,61.17440033,-149.9960022
125,Destination,64.5121994,-165.4450073
125,Origin,61.17440033,-149.9960022
126,Destination,41.9786,-87.9048
126,Origin,61.17440033,-149.9960022
127,Destination,66.88469696,-162.598999
127,Origin,61.17440033,-149.9960022
128,Destination,45.58869934,-122.5979996
128,Origin,61.17440033,-149.9960022
129,Destination,33.43429947,-112.012001
129,Origin,61.17440033,-149.9960022
130,Destination,70.19470215,-148.4649963
130,Origin,61.17440033,-149.9960022
131,Destination,47.449001,-122.308998
131,Origin,61.17440033,-149.9960022
132,Destination,37.61899948,-122.375
132,Origin,61.17440033,-149.9960022
134,Destination,42.21239853,-83.35340118
134,Origin,45.0780983,-83.56030273
135,Destination,43.53290176,-84.07959747
135,Origin,45.0780983,-83.56030273
136,Destination,45.57089996,-84.79669952
136,Origin,45.0780983,-83.56030273
138,Destination,33.6367,-84.428101
138,Origin,39.22320175,-106.8690033
139,Destination,39.86169815,-104.6729965
139,Origin,39.22320175,-106.8690033
140,Destination,32.896801,-97.038002
140,Origin,39.22320175,-106.8690033
141,Destination,29.9843998,-95.34140015
141,Origin,39.22320175,-106.8690033
142,Destination,33.94250107,-118.4079971
142,Origin,39.22320175,-106.8690033
143,Destination,44.882,-93.221802
143,Origin,39.22320175,-106.8690033
144,Destination,41.9786,-87.9048
144,Origin,39.22320175,-106.8690033
145,Destination,33.43429947,-112.012001
145,Origin,39.22320175,-106.8690033
146,Destination,37.61899948,-122.375
146,Origin,39.22320175,-106.8690033
147,Destination,40.78839874,-111.9779968
147,Origin,39.22320175,-106.8690033
148,Destination,40.65209961,-75.44080353
148,Origin,33.6367,-84.428101
149,Destination,35.040199,-106.609001
149,Origin,33.6367,-84.428101
150,Destination,31.53549957,-84.19450378
150,Origin,33.6367,-84.428101
152,Destination,31.32740021,-92.54979706
152,Origin,33.6367,-84.428101
153,Destination,33.36989975,-81.96450043
153,Origin,33.6367,-84.428101
154,Destination,42.74829865,-73.80169678
154,Origin,33.6367,-84.428101
156,Destination,39.22320175,-106.8690033
156,Origin,33.6367,-84.428101
157,Destination,44.2580986,-88.51909637
157,Origin,33.6367,-84.428101
158,Destination,30.19449997,-97.66989899
158,Origin,33.6367,-84.428101
159,Destination,35.43619919,-82.54180145
159,Origin,33.6367,-84.428101
160,Destination,41.33850098,-75.7233963
160,Origin,33.6367,-84.428101
161,Destination,41.93889999,-72.68319702
161,Origin,33.6367,-84.428101
162,Destination,33.56290054,-86.75350189
162,Origin,33.6367,-84.428101
163,Destination,40.47710037,-88.91590118
163,Origin,33.6367,-84.428101
164,Destination,36.12450027,-86.67819977
164,Origin,33.6367,-84.428101
165,Destination,42.36429977,-71.00520325
165,Origin,33.6367,-84.428101
166,Destination,31.25880051,-81.46649933
166,Origin,33.6367,-84.428101
167,Destination,30.533199,-91.149597
167,Origin,33.6367,-84.428101
168,Destination,44.47190094,-73.15329742
168,Origin,33.6367,-84.428101
169,Destination,42.94049835,-78.73220062
169,Origin,33.6367,-84.428101
170,Destination,39.1754,-76.668297
170,Origin,33.6367,-84.428101
171,Destination,45.77750015,-111.1529999
171,Origin,33.6367,-84.428101
172,Destination,33.93880081,-81.11949921
172,Origin,33.6367,-84.428101
173,Destination,40.91609955,-81.44219971
173,Origin,33.6367,-84.428101
174,Destination,35.03530121,-85.20379639
174,Origin,33.6367,-84.428101
175,Destination,38.1385994,-78.45290375
175,Origin,33.6367,-84.428101
176,Destination,32.89860153,-80.04049683
176,Origin,33.6367,-84.428101
177,Destination,41.88470078,-91.71080017
177,Origin,33.6367,-84.428101
178,Destination,41.4117012,-81.84980011
178,Origin,33.6367,-84.428101
179,Destination,35.2140007,-80.94309998
179,Origin,33.6367,-84.428101
180,Destination,39.998001,-82.891899
180,Origin,33.6367,-84.428101
181,Destination,38.805801,-104.700996
181,Origin,33.6367,-84.428101
182,Destination,38.37310028,-81.59320068
182,Origin,33.6367,-84.428101
183,Destination,32.5163002,-84.93890381
183,Origin,33.6367,-84.428101
184,Destination,39.04880142,-84.6678009
184,Origin,33.6367,-84.428101
185,Destination,29.179899,-81.058098
185,Origin,33.6367,-84.428101
186,Destination,32.847099,-96.851799
186,Origin,33.6367,-84.428101
187,Destination,39.90240097,-84.2193985
187,Origin,33.6367,-84.428101
188,Destination,38.8521,-77.037697
188,Origin,33.6367,-84.428101
189,Destination,39.86169815,-104.6729965
189,Origin,33.6367,-84.428101
190,Destination,32.896801,-97.038002
190,Origin,33.6367,-84.428101
191,Destination,31.32130051,-85.44960022
191,Origin,33.6367,-84.428101
192,Destination,41.5340004,-93.6631012
192,Origin,33.6367,-84.428101
193,Destination,42.21239853,-83.35340118
193,Origin,33.6367,-84.428101
194,Destination,30.357106,-85.795414
194,Origin,33.6367,-84.428101
195,Destination,39.64260101,-106.9179993
195,Origin,33.6367,-84.428101
197,Destination,31.80719948,-106.3779984
197,Origin,33.6367,-84.428101
198,Destination,38.03699875,-87.53240204
198,Origin,33.6367,-84.428101
199,Destination,35.07300186,-77.04290009
199,Origin,33.6367,-84.428101
200,Destination,40.69250107,-74.16870117
200,Origin,33.6367,-84.428101
201,Destination,24.55610085,-81.75959778
201,Origin,33.6367,-84.428101
202,Destination,46.92070007,-96.81580353
202,Origin,33.6367,-84.428101
203,Destination,34.99119949,-78.88030243
203,Origin,33.6367,-84.428101
205,Destination,26.072599,-80.152702
205,Origin,33.6367,-84.428101
206,Destination,42.9654007,-83.74359894
206,Origin,33.6367,-84.428101
207,Destination,43.58200073,-96.74189758
207,Origin,33.6367,-84.428101
208,Destination,35.33660126,-94.36740112
208,Origin,33.6367,-84.428101
209,Destination,40.97850037,-85.19509888
209,Origin,33.6367,-84.428101
210,Destination,29.69009972,-82.27179718
210,Origin,33.6367,-84.428101
211,Destination,30.40730095,-89.07009888
211,Origin,33.6367,-84.428101
212,Destination,44.48509979,-88.12960052
212,Origin,33.6367,-84.428101
213,Destination,31.06719971,-97.8289032
213,Origin,33.6367,-84.428101
214,Destination,42.88079834,-85.52279663
214,Origin,33.6367,-84.428101
215,Destination,36.09780121,-79.93730164
215,Origin,33.6367,-84.428101
216,Destination,34.89569855,-82.21890259
216,Origin,33.6367,-84.428101
217,Destination,33.45029831,-88.59140015
217,Origin,33.6367,-84.428101
218,Destination,40.48120117,-107.2180023
218,Origin,33.6367,-84.428101
220,Destination,21.32062,-157.924228
220,Origin,33.6367,-84.428101
221,Destination,29.64539909,-95.27890015
221,Origin,33.6367,-84.428101
222,Destination,41.06700134,-73.70760345
222,Origin,33.6367,-84.428101
223,Destination,34.6371994,-86.77510071
223,Origin,33.6367,-84.428101
224,Destination,38.94449997,-77.45580292
224,Origin,33.6367,-84.428101
225,Destination,29.9843998,-95.34140015
225,Origin,33.6367,-84.428101
226,Destination,37.649899,-97.433098
226,Origin,33.6367,-84.428101
227,Destination,34.27059937,-77.90260315
227,Origin,33.6367,-84.428101
228,Destination,39.7173,-86.294403
228,Origin,33.6367,-84.428101
230,Destination,43.6072998,-110.737999
230,Origin,33.6367,-84.428101
231,Destination,32.31119919,-90.07589722
231,Origin,33.6367,-84.428101
232,Destination,30.49410057,-81.68789673
232,Origin,33.6367,-84.428101
233,Destination,40.63980103,-73.77890015
233,Origin,33.6367,-84.428101
234,Destination,36.08010101,-115.1520004
234,Origin,33.6367,-84.428101
235,Destination,33.94250107,-118.4079971
235,Origin,33.6367,-84.428101
236,Destination,38.03649902,-84.60590363
236,Origin,33.6367,-84.428101
237,Destination,30.20529938,-91.98760223
237,Origin,33.6367,-84.428101
238,Destination,40.77719879,-73.87259674
238,Origin,33.6367,-84.428101
239,Destination,34.72940063,-92.22429657
239,Origin,33.6367,-84.428101
240,Destination,40.85100174,-96.75920105
240,Origin,33.6367,-84.428101
241,Destination,39.2976,-94.713898
241,Origin,33.6367,-84.428101
242,Destination,28.42939949,-81.30899811
242,Origin,33.6367,-84.428101
243,Destination,40.19350052,-76.76339722
243,Origin,33.6367,-84.428101
244,Destination,41.785999,-87.752403
244,Origin,33.6367,-84.428101
245,Destination,35.04240036,-89.97669983
245,Origin,33.6367,-84.428101
246,Destination,32.30059814,-86.39399719
246,Origin,33.6367,-84.428101
247,Destination,42.932598,-71.435699
247,Origin,33.6367,-84.428101
248,Destination,25.79319954,-80.29060364
248,Origin,33.6367,-84.428101
249,Destination,42.94720078,-87.89659882
249,Origin,33.6367,-84.428101
250,Destination,28.10280037,-80.64530182
250,Origin,33.6367,-84.428101
251,Destination,41.44850159,-90.50749969
251,Origin,33.6367,-84.428101
252,Destination,32.51089859,-92.03769684
252,Origin,33.6367,-84.428101
253,Destination,30.69120026,-88.24279785
253,Origin,33.6367,-84.428101
254,Destination,43.13990021,-89.33750153
254,Origin,33.6367,-84.428101
256,Destination,44.882,-93.221802
256,Origin,33.6367,-84.428101
257,Destination,29.99340057,-90.25800323
257,Origin,33.6367,-84.428101
258,Destination,38.50979996,-107.8939972
258,Origin,33.6367,-84.428101
259,Destination,33.67969894,-78.92829895
259,Origin,33.6367,-84.428101
260,Destination,34.82920074,-77.61209869
260,Origin,33.6367,-84.428101
261,Destination,37.721298,-122.221001
261,Origin,33.6367,-84.428101
262,Destination,35.39310074,-97.60070038
262,Origin,33.6367,-84.428101
263,Destination,41.3032,-95.894096
263,Origin,33.6367,-84.428101
265,Destination,41.9786,-87.9048
265,Origin,33.6367,-84.428101
266,Destination,36.89459991,-76.20120239
266,Origin,33.6367,-84.428101
267,Destination,26.68320084,-80.09559631
267,Origin,33.6367,-84.428101
268,Destination,45.58869934,-122.5979996
268,Origin,33.6367,-84.428101
269,Destination,37.13190079,-76.49299622
269,Origin,33.6367,-84.428101
270,Destination,39.87189865,-75.2410965
270,Origin,33.6367,-84.428101
271,Destination,33.43429947,-112.012001
271,Origin,33.6367,-84.428101
272,Destination,40.66419983,-89.69329834
272,Origin,33.6367,-84.428101
273,Destination,40.49150085,-80.23290253
273,Origin,33.6367,-84.428101
274,Destination,30.47340012,-87.18659973
274,Origin,33.6367,-84.428101
276,Destination,41.732601,-71.420403
276,Origin,33.6367,-84.428101
277,Destination,43.64619827,-70.30930328
277,Origin,33.6367,-84.428101
279,Destination,35.87760162,-78.78749847
279,Origin,33.6367,-84.428101
280,Destination,37.50519943,-77.31970215
280,Origin,33.6367,-84.428101
281,Destination,39.49909973,-119.7679977
281,Origin,33.6367,-84.428101
282,Destination,37.3255,-79.975403
282,Origin,33.6367,-84.428101
283,Destination,43.1189003,-77.67240143
283,Origin,33.6367,-84.428101
284,Destination,43.90829849,-92.5
284,Origin,33.6367,-84.428101
285,Destination,26.53619957,-81.75520325
285,Origin,33.6367,-84.428101
286,Destination,32.73360062,-117.1900024
286,Origin,33.6367,-84.428101
287,Destination,29.53370094,-98.46980286
287,Origin,33.6367,-84.428101
288,Destination,32.12760162,-81.20210266
288,Origin,33.6367,-84.428101
289,Destination,41.70869827,-86.31729889
289,Origin,33.6367,-84.428101
290,Destination,38.1744,-85.736
290,Origin,33.6367,-84.428101
291,Destination,47.449001,-122.308998
291,Origin,33.6367,-84.428101
292,Destination,37.61899948,-122.375
292,Origin,33.6367,-84.428101
293,Destination,37.24570084,-93.38860321
293,Origin,33.6367,-84.428101
294,Destination,32.446602,-93.8256
294,Origin,33.6367,-84.428101
295,Destination,37.362598,-121.929001
295,Origin,33.6367,-84.428101
296,Destination,,
296,Origin,33.6367,-84.428101
297,Destination,40.78839874,-111.9779968
297,Origin,33.6367,-84.428101
298,Destination,38.69540024,-121.5910034
298,Origin,33.6367,-84.428101
299,Destination,33.67570114,-117.8679962
299,Origin,33.6367,-84.428101
300,Destination,27.39539909,-82.55439758
300,Origin,33.6367,-84.428101
301,Destination,38.748697,-90.370003
301,Origin,33.6367,-84.428101
302,Destination,,
302,Origin,33.6367,-84.428101
303,Destination,,
303,Origin,33.6367,-84.428101
304,Destination,43.11119843,-76.10630035
304,Origin,33.6367,-84.428101
305,Destination,30.39649963,-84.35030365
305,Origin,33.6367,-84.428101
306,Destination,27.97550011,-82.53320313
306,Origin,33.6367,-84.428101
307,Destination,36.475201,-82.407401
307,Origin,33.6367,-84.428101
308,Destination,40.27669907,-74.81349945
308,Origin,33.6367,-84.428101
309,Destination,36.19839859,-95.88809967
309,Origin,33.6367,-84.428101
310,Destination,32.11610031,-110.9410019
310,Origin,33.6367,-84.428101
312,Destination,35.81100082,-83.9940033
312,Origin,33.6367,-84.428101
313,Destination,30.78249931,-83.27670288
313,Origin,33.6367,-84.428101
314,Destination,30.4832,-86.525398
314,Origin,33.6367,-84.428101
315,Destination,36.281898,-94.306801
315,Origin,33.6367,-84.428101
316,Destination,33.6367,-84.428101
316,Origin,44.2580986,-88.51909637
317,Destination,33.30780029,-111.6549988
317,Origin,44.2580986,-88.51909637
318,Destination,42.21239853,-83.35340118
318,Origin,44.2580986,-88.51909637
319,Destination,36.08010101,-115.1520004
319,Origin,44.2580986,-88.51909637
320,Destination,44.882,-93.221802
320,Origin,44.2580986,-88.51909637
321,Destination,41.9786,-87.9048
321,Origin,44.2580986,-88.51909637
323,Destination,27.91020012,-82.68740082
323,Origin,44.2580986,-88.51909637
324,Destination,28.77759933,-81.23750305
324,Origin,44.2580986,-88.51909637
327,Destination,35.040199,-106.609001
327,Origin,30.19449997,-97.66989899
328,Destination,33.6367,-84.428101
328,Origin,30.19449997,-97.66989899
329,Destination,36.12450027,-86.67819977
329,Origin,30.19449997,-97.66989899
330,Destination,42.36429977,-71.00520325
330,Origin,30.19449997,-97.66989899
332,Destination,39.1754,-76.668297
332,Origin,30.19449997,-97.66989899
334,Destination,41.4117012,-81.84980011
334,Origin,30.19449997,-97.66989899
335,Destination,35.2140007,-80.94309998
335,Origin,30.19449997,-97.66989899
337,Destination,39.04880142,-84.6678009
337,Origin,30.19449997,-97.66989899
338,Destination,32.847099,-96.851799
338,Origin,30.19449997,-97.66989899
339,Destination,38.8521,-77.037697
339,Origin,30.19449997,-97.66989899
340,Destination,39.86169815,-104.6729965
340,Origin,30.19449997,-97.66989899
341,Destination,32.896801,-97.038002
341,Origin,30.19449997,-97.66989899
342,Destination,42.21239853,-83.35340118
342,Origin,30.19449997,-97.66989899
344,Destination,31.80719948,-106.3779984
344,Origin,30.19449997,-97.66989899
345,Destination,40.69250107,-74.16870117
345,Origin,30.19449997,-97.66989899
346,Destination,26.072599,-80.152702
346,Origin,30.19449997,-97.66989899
347,Destination,29.64539909,-95.27890015
347,Origin,30.19449997,-97.66989899
348,Destination,26.22850037,-97.65440369
348,Origin,30.19449997,-97.66989899
349,Destination,38.94449997,-77.45580292
349,Origin,30.19449997,-97.66989899
350,Destination,29.9843998,-95.34140015
350,Origin,30.19449997,-97.66989899
351,Destination,39.7173,-86.294403
351,Origin,30.19449997,-97.66989899
353,Destination,40.63980103,-73.77890015
353,Origin,30.19449997,-97.66989899
354,Destination,36.08010101,-115.1520004
354,Origin,30.19449997,-97.66989899
355,Destination,33.94250107,-118.4079971
355,Origin,30.19449997,-97.66989899
356,Destination,33.663601,-101.822998
356,Origin,30.19449997,-97.66989899
357,Destination,39.813801,-82.927803
357,Origin,30.19449997,-97.66989899
358,Destination,33.81769943,-118.1520004
358,Origin,30.19449997,-97.66989899
359,Destination,39.2976,-94.713898
359,Origin,30.19449997,-97.66989899
360,Destination,28.42939949,-81.30899811
360,Origin,30.19449997,-97.66989899
361,Destination,41.785999,-87.752403
361,Origin,30.19449997,-97.66989899
362,Destination,35.04240036,-89.97669983
362,Origin,30.19449997,-97.66989899
363,Destination,25.79319954,-80.29060364
363,Origin,30.19449997,-97.66989899
365,Destination,44.882,-93.221802
365,Origin,30.19449997,-97.66989899
366,Destination,29.99340057,-90.25800323
366,Origin,30.19449997,-97.66989899
367,Destination,37.721298,-122.221001
367,Origin,30.19449997,-97.66989899
369,Destination,34.05599976,-117.6009979
369,Origin,30.19449997,-97.66989899
370,Destination,41.9786,-87.9048
370,Origin,30.19449997,-97.66989899
371,Destination,45.58869934,-122.5979996
371,Origin,30.19449997,-97.66989899
372,Destination,39.87189865,-75.2410965
372,Origin,30.19449997,-97.66989899
373,Destination,33.43429947,-112.012001
373,Origin,30.19449997,-97.66989899
374,Destination,27.91020012,-82.68740082
374,Origin,30.19449997,-97.66989899
375,Destination,40.49150085,-80.23290253
375,Origin,30.19449997,-97.66989899
378,Destination,35.87760162,-78.78749847
378,Origin,30.19449997,-97.66989899
380,Destination,32.73360062,-117.1900024
380,Origin,30.19449997,-97.66989899
382,Destination,47.449001,-122.308998
382,Origin,30.19449997,-97.66989899
383,Destination,28.77759933,-81.23750305
383,Origin,30.19449997,-97.66989899
384,Destination,37.61899948,-122.375
384,Origin,30.19449997,-97.66989899
385,Destination,37.362598,-121.929001
385,Origin,30.19449997,-97.66989899
386,Destination,40.78839874,-111.9779968
386,Origin,30.19449997,-97.66989899
389,Destination,38.748697,-90.370003
389,Origin,30.19449997,-97.66989899
390,Destination,27.97550011,-82.53320313
390,Origin,30.19449997,-97.66989899
392,Destination,33.6367,-84.428101
392,Origin,35.43619919,-82.54180145
394,Destination,35.2140007,-80.94309998
394,Origin,35.43619919,-82.54180145
398,Destination,40.69250107,-74.16870117
398,Origin,35.43619919,-82.54180145
399,Destination,26.072599,-80.152702
399,Origin,35.43619919,-82.54180145
403,Destination,41.9786,-87.9048
403,Origin,35.43619919,-82.54180145
404,Destination,26.92020035,-81.9905014
404,Origin,35.43619919,-82.54180145
406,Destination,27.91020012,-82.68740082
406,Origin,35.43619919,-82.54180145
407,Destination,28.77759933,-81.23750305
407,Origin,35.43619919,-82.54180145
408,Destination,27.39539909,-82.55439758
408,Origin,35.43619919,-82.54180145
410,Destination,33.6367,-84.428101
410,Origin,41.33850098,-75.7233963
411,Destination,35.2140007,-80.94309998
411,Origin,41.33850098,-75.7233963
412,Destination,42.21239853,-83.35340118
412,Origin,41.33850098,-75.7233963
413,Destination,40.69250107,-74.16870117
413,Origin,41.33850098,-75.7233963
414,Destination,41.9786,-87.9048
414,Origin,41.33850098,-75.7233963
416,Destination,27.91020012,-82.68740082
416,Origin,41.33850098,-75.7233963
417,Destination,28.77759933,-81.23750305
417,Origin,41.33850098,-75.7233963
418,Destination,44.2580986,-88.51909637
418,Origin,33.30780029,-111.6549988
419,Destination,45.807701109999996,-108.5429993
419,Origin,33.30780029,-111.6549988
420,Destination,46.77270126,-100.7460022
420,Origin,33.30780029,-111.6549988
421,Destination,48.7928009,-122.538002
421,Origin,33.30780029,-111.6549988
422,Destination,38.5452,-89.835197
422,Origin,33.30780029,-111.6549988
423,Destination,43.5644,-116.223
423,Origin,33.30780029,-111.6549988
424,Destination,45.77750015,-111.1529999
424,Origin,33.30780029,-111.6549988
425,Destination,41.88470078,-91.71080017
425,Origin,33.30780029,-111.6549988
426,Destination,39.04880142,-84.6678009
426,Origin,33.30780029,-111.6549988
427,Destination,41.5340004,-93.6631012
427,Origin,33.30780029,-111.6549988
428,Destination,44.12459946,-123.211998
428,Origin,33.30780029,-111.6549988
429,Destination,46.92070007,-96.81580353
429,Origin,33.30780029,-111.6549988
431,Destination,43.58200073,-96.74189758
431,Origin,33.30780029,-111.6549988
432,Destination,40.97850037,-85.19509888
432,Origin,33.30780029,-111.6549988
433,Destination,47.949299,-97.176102
433,Origin,33.30780029,-111.6549988
435,Destination,40.96749878,-98.30960083
435,Origin,33.30780029,-111.6549988
436,Destination,42.88079834,-85.52279663
436,Origin,33.30780029,-111.6549988
437,Destination,47.48199844,-111.3710022
437,Origin,33.30780029,-111.6549988
438,Destination,37.649899,-97.433098
438,Origin,33.30780029,-111.6549988
439,Destination,43.514599,-112.070999
439,Origin,33.30780029,-111.6549988
440,Destination,39.7173,-86.294403
440,Origin,33.30780029,-111.6549988
441,Destination,36.08010101,-115.1520004
441,Origin,33.30780029,-111.6549988
442,Destination,39.2976,-94.713898
442,Origin,33.30780029,-111.6549988
445,Destination,42.94720078,-87.89659882
445,Origin,33.30780029,-111.6549988
446,Destination,41.44850159,-90.50749969
446,Origin,33.30780029,-111.6549988
447,Destination,48.25939941,-101.2799988
447,Origin,33.30780029,-111.6549988
448,Destination,46.91630173,-114.0910034
448,Origin,33.30780029,-111.6549988
449,Destination,37.721298,-122.221001
449,Origin,33.30780029,-111.6549988
450,Destination,41.19589996,-112.012001
450,Origin,33.30780029,-111.6549988
451,Destination,41.3032,-95.894096
451,Origin,33.30780029,-111.6549988
452,Destination,40.66419983,-89.69329834
452,Origin,33.30780029,-111.6549988
453,Destination,27.91020012,-82.68740082
453,Origin,33.30780029,-111.6549988
454,Destination,46.26470184,-119.1190033
454,Origin,33.30780029,-111.6549988
455,Destination,40.21920013,-111.7229996
455,Origin,33.30780029,-111.6549988
456,Destination,44.04529953,-103.0569992
456,Origin,33.30780029,-111.6549988
457,Destination,42.19540024,-89.09719849
457,Origin,33.30780029,-111.6549988
459,Destination,37.89419937,-121.237999
459,Origin,33.30780029,-111.6549988
460,Destination,38.1744,-85.736
460,Origin,33.30780029,-111.6549988
461,Destination,37.24570084,-93.38860321
461,Origin,33.30780029,-111.6549988
463,Destination,45.54660034,-94.05989838
463,Origin,33.30780029,-111.6549988
464,Destination,42.21239853,-83.35340118
464,Origin,42.23490143,-85.55210114
465,Destination,44.882,-93.221802
465,Origin,42.23490143,-85.55210114
466,Destination,41.9786,-87.9048
466,Origin,42.23490143,-85.55210114
467,Destination,33.6367,-84.428101
467,Origin,41.93889999,-72.68319702
468,Destination,39.1754,-76.668297
468,Origin,41.93889999,-72.68319702
469,Destination,41.4117012,-81.84980011
469,Origin,41.93889999,-72.68319702
470,Destination,35.2140007,-80.94309998
470,Origin,41.93889999,-72.68319702
471,Destination,39.04880142,-84.6678009
471,Origin,41.93889999,-72.68319702
472,Destination,38.8521,-77.037697
472,Origin,41.93889999,-72.68319702
473,Destination,39.86169815,-104.6729965
473,Origin,41.93889999,-72.68319702
474,Destination,32.896801,-97.038002
474,Origin,41.93889999,-72.68319702
