Route,Origin.Latitude,Origin.Longitude,Dest.Latitude,Dest.Longitude,Direction 1,Direction 2
284,33.6367,-84.428101,43.90829849,-92.5,Origin,Destination
285,33.6367,-84.428101,26.53619957,-81.75520325,Origin,Destination
286,33.6367,-84.428101,32.73360062,-117.1900024,Origin,Destination
287,33.6367,-84.428101,29.53370094,-98.46980286,Origin,Destination
288,33.6367,-84.428101,32.12760162,-81.20210266,Origin,Destination
289,33.6367,-84.428101,41.70869827,-86.31729889,Origin,Destination
290,33.6367,-84.428101,38.1744,-85.736,Origin,Destination
291,33.6367,-84.428101,47.449001,-122.308998,Origin,Destination
292,33.6367,-84.428101,37.61899948,-122.375,Origin,Destination
293,33.6367,-84.428101,37.24570084,-93.38860321,Origin,Destination
294,33.6367,-84.428101,32.446602,-93.8256,Origin,Destination
295,33.6367,-84.428101,37.362598,-121.929001,Origin,Destination
296,33.6367,-84.428101,,,Origin,Destination
297,33.6367,-84.428101,40.78839874,-111.9779968,Origin,Destination
298,33.6367,-84.428101,38.69540024,-121.5910034,Origin,Destination
299,33.6367,-84.428101,33.67570114,-117.8679962,Origin,Destination
300,33.6367,-84.428101,27.39539909,-82.55439758,Origin,Destination
301,33.6367,-84.428101,38.748697,-90.370003,Origin,Destination
302,33.6367,-84.428101,,,Origin,Destination
303,33.6367,-84.428101,,,Origin,Destination
304,33.6367,-84.428101,43.11119843,-76.10630035,Origin,Destination
305,33.6367,-84.428101,30.39649963,-84.35030365,Origin,Destination
306,33.6367,-84.428101,27.97550011,-82.53320313,Origin,Destination
307,33.6367,-84.428101,36.475201,-82.407401,Origin,Destination
308,33.6367,-84.428101,40.27669907,-74.81349945,Origin,Destination
309,33.6367,-84.428101,36.19839859,-95.88809967,Origin,Destination
310,33.6367,-84.428101,32.11610031,-110.9410019,Origin,Destination
311,33.6367,-84.428101,44.74140167,-85.5821991,Origin,Destination
312,33.6367,-84.428101,35.81100082,-83.9940033,Origin,Destination
313,33.6367,-84.428101,30.78249931,-83.27670288,Origin,Destination
314,33.6367,-84.428101,30.4832,-86.525398,Origin,Destination
315,33.6367,-84.428101,36.281898,-94.306801,Origin,Destination
316,44.2580986,-88.51909637,33.6367,-84.428101,Origin,Destination
317,44.2580986,-88.51909637,33.30780029,-111.6549988,Origin,Destination
318,44.2580986,-88.51909637,42.21239853,-83.35340118,Origin,Destination
319,44.2580986,-88.51909637,36.08010101,-115.1520004,Origin,Destination
320,44.2580986,-88.51909637,44.882,-93.221802,Origin,Destination
321,44.2580986,-88.51909637,41.9786,-87.9048,Origin,Destination
322,44.2580986,-88.51909637,26.92020035,-81.9905014,Origin,Destination
323,44.2580986,-88.51909637,27.91020012,-82.68740082,Origin,Destination
324,44.2580986,-88.51909637,28.77759933,-81.23750305,Origin,Destination
325,44.91400146,-97.15470123,39.86169815,-104.6729965,Origin,Destination
326,44.91400146,-97.15470123,44.38270187,-100.2860031,Origin,Destination
327,30.19449997,-97.66989899,35.040199,-106.609001,Origin,Destination
328,30.19449997,-97.66989899,33.6367,-84.428101,Origin,Destination
329,30.19449997,-97.66989899,36.12450027,-86.67819977,Origin,Destination
330,30.19449997,-97.66989899,42.36429977,-71.00520325,Origin,Destination
331,30.19449997,-97.66989899,42.94049835,-78.73220062,Origin,Destination
332,30.19449997,-97.66989899,39.1754,-76.668297,Origin,Destination
333,30.19449997,-97.66989899,32.89860153,-80.04049683,Origin,Destination
334,30.19449997,-97.66989899,41.4117012,-81.84980011,Origin,Destination
335,30.19449997,-97.66989899,35.2140007,-80.94309998,Origin,Destination
336,30.19449997,-97.66989899,39.998001,-82.891899,Origin,Destination
337,30.19449997,-97.66989899,39.04880142,-84.6678009,Origin,Destination
338,30.19449997,-97.66989899,32.847099,-96.851799,Origin,Destination
339,30.19449997,-97.66989899,38.8521,-77.037697,Origin,Destination
340,30.19449997,-97.66989899,39.86169815,-104.6729965,Origin,Destination
341,30.19449997,-97.66989899,32.896801,-97.038002,Origin,Destination
342,30.19449997,-97.66989899,42.21239853,-83.35340118,Origin,Destination
343,30.19449997,-97.66989899,30.357106,-85.795414,Origin,Destination
344,30.19449997,-97.66989899,31.80719948,-106.3779984,Origin,Destination
345,30.19449997,-97.66989899,40.69250107,-74.16870117,Origin,Destination
346,30.19449997,-97.66989899,26.072599,-80.152702,Origin,Destination
347,30.19449997,-97.66989899,29.64539909,-95.27890015,Origin,Destination
348,30.19449997,-97.66989899,26.22850037,-97.65440369,Origin,Destination
349,30.19449997,-97.66989899,38.94449997,-77.45580292,Origin,Destination
350,30.19449997,-97.66989899,29.9843998,-95.34140015,Origin,Destination
351,30.19449997,-97.66989899,39.7173,-86.294403,Origin,Destination
352,30.19449997,-97.66989899,30.49410057,-81.68789673,Origin,Destination
353,30.19449997,-97.66989899,40.63980103,-73.77890015,Origin,Destination
354,30.19449997,-97.66989899,36.08010101,-115.1520004,Origin,Destination
355,30.19449997,-97.66989899,33.94250107,-118.4079971,Origin,Destination
356,30.19449997,-97.66989899,33.663601,-101.822998,Origin,Destination
357,30.19449997,-97.66989899,39.813801,-82.927803,Origin,Destination
358,30.19449997,-97.66989899,33.81769943,-118.1520004,Origin,Destination
359,30.19449997,-97.66989899,39.2976,-94.713898,Origin,Destination
360,30.19449997,-97.66989899,28.42939949,-81.30899811,Origin,Destination
361,30.19449997,-97.66989899,41.785999,-87.752403,Origin,Destination
362,30.19449997,-97.66989899,35.04240036,-89.97669983,Origin,Destination
363,30.19449997,-97.66989899,25.79319954,-80.29060364,Origin,Destination
364,30.19449997,-97.66989899,42.94720078,-87.89659882,Origin,Destination
365,30.19449997,-97.66989899,44.882,-93.221802,Origin,Destination
366,30.19449997,-97.66989899,29.99340057,-90.25800323,Origin,Destination
367,30.19449997,-97.66989899,37.721298,-122.221001,Origin,Destination
368,30.19449997,-97.66989899,41.3032,-95.894096,Origin,Destination
369,30.19449997,-97.66989899,34.05599976,-117.6009979,Origin,Destination
370,30.19449997,-97.66989899,41.9786,-87.9048,Origin,Destination
371,30.19449997,-97.66989899,45.58869934,-122.5979996,Origin,Destination
372,30.19449997,-97.66989899,39.87189865,-75.2410965,Origin,Destination
373,30.19449997,-97.66989899,33.43429947,-112.012001,Origin,Destination
374,30.19449997,-97.66989899,27.91020012,-82.68740082,Origin,Destination
375,30.19449997,-97.66989899,40.49150085,-80.23290253,Origin,Destination
376,30.19449997,-97.66989899,30.47340012,-87.18659973,Origin,Destination
377,30.19449997,-97.66989899,41.732601,-71.420403,Origin,Destination
378,30.19449997,-97.66989899,35.87760162,-78.78749847,Origin,Destination
379,30.19449997,-97.66989899,39.49909973,-119.7679977,Origin,Destination
380,30.19449997,-97.66989899,32.73360062,-117.1900024,Origin,Destination
381,30.19449997,-97.66989899,38.1744,-85.736,Origin,Destination
382,30.19449997,-97.66989899,47.449001,-122.308998,Origin,Destination
383,30.19449997,-97.66989899,28.77759933,-81.23750305,Origin,Destination
384,30.19449997,-97.66989899,37.61899948,-122.375,Origin,Destination
385,30.19449997,-97.66989899,37.362598,-121.929001,Origin,Destination
386,30.19449997,-97.66989899,40.78839874,-111.9779968,Origin,Destination
387,30.19449997,-97.66989899,38.69540024,-121.5910034,Origin,Destination
388,30.19449997,-97.66989899,33.67570114,-117.8679962,Origin,Destination
389,30.19449997,-97.66989899,38.748697,-90.370003,Origin,Destination
390,30.19449997,-97.66989899,27.97550011,-82.53320313,Origin,Destination
391,30.19449997,-97.66989899,30.4832,-86.525398,Origin,Destination
392,35.43619919,-82.54180145,33.6367,-84.428101,Origin,Destination
393,35.43619919,-82.54180145,39.1754,-76.668297,Origin,Destination
394,35.43619919,-82.54180145,35.2140007,-80.94309998,Origin,Destination
395,35.43619919,-82.54180145,39.86169815,-104.6729965,Origin,Destination
396,35.43619919,-82.54180145,32.896801,-97.038002,Origin,Destination
397,35.43619919,-82.54180145,42.21239853,-83.35340118,Origin,Destination
398,35.43619919,-82.54180145,40.69250107,-74.16870117,Origin,Destination
399,35.43619919,-82.54180145,26.072599,-80.152702,Origin,Destination
400,35.43619919,-82.54180145,38.94449997,-77.45580292,Origin,Destination
401,35.43619919,-82.54180145,40.77719879,-73.87259674,Origin,Destination
402,35.43619919,-82.54180145,28.42939949,-81.30899811,Origin,Destination
403,35.43619919,-82.54180145,41.9786,-87.9048,Origin,Destination
404,35.43619919,-82.54180145,26.92020035,-81.9905014,Origin,Destination
405,35.43619919,-82.54180145,39.87189865,-75.2410965,Origin,Destination
